Input.Video,Answer.1start,Answer.1end,Answer.1action,Answer.1justification,Answer.2start,Answer.2end,Answer.2action,Answer.2justification,Answer.3start,Answer.3end,Answer.3action,Answer.3justification,Answer.4start,Answer.4end,Answer.4action,Answer.4justification,Answer.5start,Answer.5end,Answer.5action,Answer.5justification,Answer.6start,Answer.6end,Answer.6action,Answer.6justification,Answer.7start,Answer.7end,Answer.7action,Answer.7justification,Answer.8start,Answer.8end,Answer.8action,Answer.8justification,Answer.9start,Answer.9end,Answer.9action,Answer.9justification,Answer.10start,Answer.10end,Answer.10action,Answer.10justification,Answer.11start,Answer.11end,Answer.11action,Answer.11justification,Answer.12start,Answer.12end,Answer.12action,Answer.12justification,Answer.13start,Answer.13end,Answer.13action,Answer.13justification,Answer.14start,Answer.14end,Answer.14action,Answer.14justification,Answer.15start,Answer.15end,Answer.15action,Answer.15justification
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06ec79fd-ea7c5c86.mov,0,10,The car maintains a constant speed and spacing with the vehicle ahead,because traffic is moving smoothly.,11,14,The car veers right,to merge into the right lane.,15,50,The car maintains a constant speed,because traffic is moving smoothly.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/035563ed-61c19e16.mov,0,3,The car is travelling down the road.,There are no obstructions ahead of the car.,3,5,The car is moving to the left side of the lane,The car is avoiding bicyclists in the roadway.,5,19,The car is travelling down the road.,There are no obstructions in the roadway ahead.,19,21,The car is slowing,The car is preparing to make a turn at an intersection.,21,27,The car is making a left hand turn,The car is turning through the intersection,27,40,The car is stopped.,The car was unable to complete its turn and is stopped in the intersection because traffic is blocking its progress.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/000e0252-8523a4a9.mov,0,2,https://www.mturk.com/mturk/searchbar?selectedSearchType=hitgroups&searchWords=customer&minReward=0.00&x=0&y=0,since the road is clear,3,4,The car is switching lanes to left,to get to the left lane,5,6,https://www.mturk.com/mturk/searchbar?selectedSearchType=hitgroups&searchWords=customer&minReward=0.00&x=0&y=0,since the road is clear,8,10,The car is slowing down,because the light is red,11,19,the car is speeding back up and driving forward,since the light turned green,20,21,The car is stopping fast,because a pedestrian is crossing the street,26,40,The car is driving forward,since the pedestrian is gone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01df5158-94ac0ebf.mov,0,20,The car maintains a moderate steady speed,because the road is clear.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/054a8fc0-6f54c1d9.mov,0,17,The car maintains a slow speed,because the road is clear but there are pedestrians.,18,23,The car slows to a stop,"because traffic is stopped, but is stopped in the intersection with a red light.",24,30,The car accelerates,to turn left around vehicles.,31,40,The car accelerates,because the road is clear.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/035cbba8-1e0e6c8d.mov,0,12,The car is reversing and bringing the rear of the car to the left.,The car is backing out of a residential parking spot,12,20,The car is moving down the road.,There are no obstructions ahead of the car.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0010bf16-9ee17cd9.mov,0,10,The car is accelerating forward,There are no obstructions ahead of the car.,10,20,The car is travelling down the road.,There are no obstructions ahead of the car.,20,21,The car is slowing to a stop.,The car is approaching an intersection with a red light.,21,40,The car is stopped.,The car has come to an intersection with a red light.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06ef8fed-e38497d5.mov,0,20,The car is stopped at the curb on the left side of a one-way street,because it is not ready to proceed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01e05a91-2c9e154d.mov,0,3,The car is merging into the next lane to the right.,The car is changing lanes to allow faster traffic to move by on the left,3,40,The car is travelling down the road.,There are no obstructions ahead of the car.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0010bf16-a457685b.mov,0,34,The car is stopped,because the light is red,35,40,The car is driving forward,since the light has turned green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01e05a91-a336dc54.mov,0,19,The car maintains a constant speed and spacing with the vehicle ahead,because traffic is moving smoothly.,20,40,The car accelerates slightly,because the lane has opened up.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06f7a41e-7dcae57f.mov,0,17,The car maintains speed and lane,because the road is clear.,18,20,The car slows to a stop,because the light is red.,21,40,The car is stopped,because the light is red.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/036e699b-cc9cb9ff.mov,0,40,The car is parked in parking lot,because it is at it's destination.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06f7a41e-a79002e3.mov,0,18,"The car maintains a steady, moderate, speed",because the lane is clear.,19,24,The car slows to a near stop,to allow a car to enter the roadway.,25,36,The car moves forward slowly into a stop,because the light is red.,37,40,The car is stopped,because the light is red.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/054b4492-b9ca5e57.mov,0,4,The car slows to a stop,for an unknown reason.,5,18,The car is stopped,for an unknown reason.,19,20,The car accelerates,to move forward.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/001bf08d-a419208a.mov,0,5,The car maintains a slow speed,because the lane is clear.,6,10,The car veers right,to pass a vehicle that stopped in the car's lane.,11,20,The car maintains a slow speed,to move through the curves.,21,23,The car slows to a stop,for an unknown reason.,24,40,The car is stopped,for an unknown reason.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01e38013-dab56c86.mov,0,6,The car is driving forward,as traffic in front of it is moving freely.,7,11,The car is turning left,because the light is green.,12,17,The car is driving forward,due to its lane being clear of traffic.,18,20,The car stays left,to enter an onramp for another road.,21,24,The car is slowing to a stop,due to the red light.,25,36,The car is accelerating,so that it can merge with traffic ahead.,37,40,The car merges into the lane to its left,as its lane ends.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06f7a41e-c8b5c7c7.mov,0,21,The car accelerates slowly to a maintained speed,because traffic is moving smoothly.,19,22,The car slows to a stop,because the light is red.,23,40,The car is stopped,because the light is red.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0024b742-63ed30d7.mov,0,20,The car is stopped,because the light is red.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/054bcdd2-d62b4b62.mov,0,14,The car accelerates,because the car in front has turned and now the lane is clear.,15,20,The car is moving at a steady speed,because traffic is clear.,21,27,The car slows down,because it's turning to the right.,28,29,The car accelerates,because the street is clear.,30,34,The car slows down,because it's turning to the left.,35,40,The car stops,because there's a stop sign.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01e6281b-5be21c14.mov,0,1,The car is stopped,due to the red light.,2,8,The car is accelerating,because the light turned green.,9,20,The car is driving at a normal rate of speed,as there is no traffic.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0024b742-83709bd4.mov,0,16,The car is driving forward,to be moving at the speed limit,17,20,The car is merging right,to get to the far right lane,21,22,The car is slowing down,to make a right turn,23,25,The car is making a right turn,to change streets,26,28,The car is driving forward,since the turn is finished,29,30,The car is shifting to the left,to avoid a parked car,31,,The car is slowing down,to lookout for traffic before making a turn,35,39,The car is making a left turn,to change streets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06f7a41e-ff3ff2b6.mov,0,9,The car is driving forward,to keep up with traffic,10,12,The car is slowing down,because traffic ahead is slow,13,18,The car is speeding up,because traffic ahead is moving at normal speed again,19,21,The car is slowing down,because the light is red,22,40,The car is stopped,because the light is red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/05584a52-5185a296.mov,0,18,The car is travelling down the road.,There are no obstructions ahead of the car.,18,24,The car is turning to the right,The car is turning,24,28,The car is travelling down the road.,There are no obstructions in the roadway ahead.,28,30,The car is slowing,The car is preparing to make a turn at the intersection.,30,34,The car is making a left hand turn,The car is turning through the intersection,34,40,The car is travelling down the road.,There are no obstructions ahead of the car.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/036f07d5-92c52ed8.mov,0,20,The car is pulled over on the right side of a city street,because it is waiting for a passenger to embark.,20,23,The car slowly pulls forward and to the left,to enter the lane of traffic.,24,28,The car slows down,because it is preparing to turn and there is a car in the intersection.,28,32,The car makes a right turn slowly,because the street is narrow and cars are parked on both sides.,32,40,The car accelerates down the street,because the street is clear of obstructions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/036f07d5-a41ae610.mov,0,28,The car maintains a constant speed and spacing with the vehicle ahead,because traffic is moving smoothly.,29,37,The car veers left and slows to a near stop,to get into the turn left lane.,38,40,The car accelerates,to make a left turn once oncoming traffic passes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/05584a52-5201a8c1.mov,0,4,The car is going down the highway at a steady speed,because traffic is clear.,5,11,The car slows down,because it's turning right at an intersection in the road.,12,15,The car slows down,because it's going over some speed bumps.,16,20,The car accelerates,because the street is clear.,21,24,The car slows down,because it's going over a speed bump.,25,29,The car slows down,because it's turning to the right.,30,31,The car accelerates,because traffic is clear.,32,34,The car slows down,because it's going over a speed bump.,35,40,The car accelerates,because the road is clear.,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/036f3b5f-ee1521de.mov,0,6,The car is driving forward,because the light is green.,7,8,The car is slowing down,as the car in front of it brakes.,9,20,The car drives forward,due to traffic moving freely.,21,26,The car is stopping,due to the red light.,27,28,The car is stopped,because the light is red.,29,29,The car pulls forward,to get closer to the car in front of it.,30,40,The car is stopped,as the light is red.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01e6281b-7cc651df.mov,0,12,The car maintains a slow speed,because the lane is clear but the light ahead is red.,13,22,The car slows to a stop,because the light is red.,23,40,The car is stopped,because the light is red.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06fb4e9c-42c4177c.mov,0,10,The car accelerates slowly,to make a right turn.,11,20,The car stops,to not block the cross traffic because the cars ahead are stopped.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/05584a52-590d4e59.mov,0,3,The car slows,because the light is red.,4,10,The car accelerates to a constant speed,because the light is green.,11,15,The car slows slightly,to make a right turn.,16,19,The car accelerates slightly,because the road is clear.,19,21,The car slows to a rolling stop,because there is a stop sign.,22,25,The car accelerates,to make a right turn.,26,31,The car accelerates to a constant speed,because the road is clear.,32,33,The car slows to a rolling stop,because of a stop sign.,34,38,The car accelerates,to make a right turn.,39,40,The car maintains a slow speed,because the light ahead is turning red.,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0370eddd-81051014.mov,0,5,The car is stopped,Traffic ahead of the car is stopped.,5,12,The car is moving slowly forward,The car is reducing the space between it and the vehicle ahead.,12,16,The car is stopped.,Traffic ahead of the car is stopped.,16,20,The car is accelerating and travelling down the road.,Traffic ahead of the car is moving forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06fb4e9c-efadbbae.mov,0,17,The car is stopped,because the light is red.,18,20,The car begins to accelerate,because the light has turned green.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0024b742-acbed4fb.mov,0,20,The car is stopped,because traffic is stopped at a red light.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/03715d08-cb7c434d.mov,0,16,The car is travelling down the road.,There are no obstructions ahead of the car.,16,20,The car is slowing,Traffic ahead of the car is moving slowly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01e6933c-3e2e1ee5.mov,0,20,The car is stopped,because the driver decided to stop.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06fb4e9c-f4fc93c7.mov,0,20,The car is stopped,because it is parked on the side of the road.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/00268999-0b20ef00.mov,0,19,The car is driving forward,because traffic in its lane is flowing freely.,20,22,The car is slowing,as traffic in front of it brakes.,23,26,The car resumes its speed,when traffic in front of it accelerates.,27,31,The car is merging into the lane to its right,as it is free of cars.,32,33,The car's windshield wipers run,because there is rain on the windshield.,34,36,The car is driving forward at normal speed,because traffic is unimpeded.,37,37,The car slows slightly,so that it can merge into the lane to its right.,38,40,The car is merging into the lane to its right,because the car next to it has passed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/05584a52-61acd2bb.mov,0,6,The car slows to a rolling stop,because there is a stop sign.,7,18,The car accelerates to a constant speed,because the road is clear.,19,21,The car slows to a rolling stop,because there is a stop sign.,22,33,The car accelerates to a constant speed,because the road is clear.,34,37,The car slows to a rolling stop,because there is a stop sign.,38,40,The car accelerates to a constant speed,because the road is clear.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01e9deb7-ed388859.mov,0,15,The car maintains a slow speed,because traffic is heavy and moving slowly.,16,18,The car veer right,to get into the right lane.,19,20,The car slows quickly,because the silver car was cutting it off.,21,27,The car moves forward slowly,to get past the silver car.,28,34,The car moves forward slowly,as traffic moves forward.,35,37,The car slows,because the car in front has stopped.,38,40,The car moves forward slowly,because traffic has opened up a little.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0372d8e2-03d838f3.mov,0,16,The car is merging onto an off ramp,so that it may enter another road.,17,25,The car is slowing to a stop,due to the stop sign ahead.,26,30,The car is turning right,to enter the road.,31,34,The car is accelerating,as there is no impeding traffic.,35,40,The car is driving forward,because the road is clear.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
